hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,booking_changes,reserved_room_type,assigned_room_type,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,0,90,2017,September,3,4,1,0,0,FB,DEU,Corporate,GDS,0,0,1,F,B,Non Refund,0,Transient,58.63,0,0
City Hotel,0,26,2016,February,0,7,2,0,0,BB,ESP,Corporate,TA/TO,0,0,0,B,C,No Deposit,0,Transient,72.03,0,0
Resort Hotel,0,22,2017,May,1,2,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,A,Refundable,0,Group,131.09,0,0
City Hotel,0,1,2017,October,3,0,2,0,0,FB,FRA,Online TA,TA/TO,0,0,0,D,F,No Deposit,0,Transient,140.98,0,3
City Hotel,0,34,2015,October,4,1,1,0,0,SC,ITA,Corporate,TA/TO,0,0,2,D,B,No Deposit,0,Transient,26.24,0,1
City Hotel,0,59,2016,February,1,4,2,0,1,BB,FRA,Online TA,Direct,0,0,0,E,C,No Deposit,0,Transient,103.36,0,0
City Hotel,0,26,2017,June,4,8,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,No Deposit,0,Transient,84.02,0,0
City Hotel,0,96,2017,April,2,3,2,0,0,HB,DEU,Direct,TA/TO,0,0,2,E,F,No Deposit,0,Transient,51.03,0,0
City Hotel,0,42,2017,July,4,6,1,0,0,BB,IRL,Direct,TA/TO,0,0,0,D,D,No Deposit,0,Transient,86.95,0,4
City Hotel,0,30,2017,January,4,6,1,0,0,BB,BEL,Direct,TA/TO,0,0,1,C,B,No Deposit,0,Transient,38.65,0,0
City Hotel,0,223,2016,August,2,0,2,0,0,HB,NLD,Direct,TA/TO,0,0,1,F,D,No Deposit,0,Transient,75.21,0,0
Resort Hotel,1,24,2015,February,0,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,F,B,Non Refund,0,Transient,60.17,0,1
City Hotel,1,40,2015,April,2,7,2,0,0,BB,ITA,Groups,GDS,0,0,1,E,A,No Deposit,0,Contract,35.54,0,1
Resort Hotel,0,38,2017,November,4,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,3,B,F,No Deposit,2,Contract,149.27,0,0
Resort Hotel,0,22,2016,July,0,7,2,0,0,BB,IRL,Corporate,GDS,0,0,0,F,E,No Deposit,0,Group,42.89,0,0
City Hotel,0,19,2016,August,1,7,3,0,0,HB,FRA,Direct,TA/TO,0,0,0,D,E,No Deposit,0,Transient,127.52,0,3
Resort Hotel,1,28,2017,September,3,6,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,E,No Deposit,2,Transient,47.07,0,0
City Hotel,0,159,2016,May,0,1,2,0,0,HB,ESP,Complementary,TA/TO,0,0,0,A,E,No Deposit,0,Transient,106.27,0,0
City Hotel,0,116,2017,September,4,5,1,1,0,BB,BEL,Groups,Direct,0,0,0,F,F,No Deposit,0,Transient,83.34,0,0
City Hotel,0,91,2015,September,1,0,1,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,1,C,E,No Deposit,0,Transient-Party,48.82,0,2
City Hotel,0,48,2015,March,0,4,2,0,0,BB,DEU,Corporate,Corporate,0,0,3,D,B,No Deposit,5,Group,155.76,0,0
Resort Hotel,0,56,2015,July,3,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,A,No Deposit,0,Group,70.34,0,2
City Hotel,1,24,2017,August,4,1,2,0,0,SC,DEU,Direct,TA/TO,0,1,0,E,C,No Deposit,0,Transient-Party,74.27,0,0
Resort Hotel,0,6,2017,January,2,4,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,B,D,No Deposit,0,Transient,86.13,0,0
City Hotel,0,32,2015,November,3,0,1,0,0,BB,ESP,Direct,TA/TO,0,0,0,E,C,No Deposit,10,Transient,71.08,0,0
City Hotel,0,54,2017,October,3,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,1,D,B,No Deposit,0,Transient,69.77,0,0
Resort Hotel,0,4,2016,May,3,6,1,0,0,SC,FRA,Online TA,Direct,0,0,0,F,F,No Deposit,0,Transient,221.1,0,0
City Hotel,0,7,2015,January,3,3,2,0,0,HB,BRA,Online TA,TA/TO,0,0,1,D,D,No Deposit,0,Transient,72.49,0,0
City Hotel,0,24,2016,March,1,6,2,0,0,HB,BEL,Corporate,TA/TO,0,0,0,E,C,No Deposit,1,Contract,120.96,0,0
City Hotel,0,36,2016,February,0,6,2,0,0,BB,ESP,Online TA,Direct,0,0,0,F,F,No Deposit,0,Transient,74.25,0,1
City Hotel,0,39,2017,February,3,5,1,2,0,SC,PRT,Online TA,Direct,0,0,0,C,E,No Deposit,0,Transient,55.25,0,3
Resort Hotel,0,10,2017,April,3,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,1,C,C,No Deposit,0,Contract,164.09,0,0
City Hotel,0,20,2015,May,4,7,2,2,0,Undefined,IRL,Online TA,Direct,0,0,0,B,F,No Deposit,0,Transient,106.18,0,1
City Hotel,0,24,2017,November,2,3,1,0,0,Undefined,FRA,Corporate,TA/TO,0,0,0,B,C,No Deposit,0,Contract,275.54,0,0
City Hotel,0,5,2017,January,4,1,2,0,0,HB,ITA,Online TA,Direct,0,0,2,D,D,Refundable,0,Group,67.19,0,0
Resort Hotel,0,31,2016,November,0,1,2,0,0,BB,FRA,Online TA,Direct,0,0,0,B,C,No Deposit,2,Contract,65.06,0,1
City Hotel,0,5,2017,June,1,0,2,0,0,HB,PRT,Groups,TA/TO,0,0,1,C,B,No Deposit,0,Transient,65.43,0,0
Resort Hotel,1,97,2015,November,2,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,F,A,No Deposit,0,Transient,84.31,0,0
Resort Hotel,0,39,2017,November,4,0,2,0,0,BB,IRL,Direct,TA/TO,0,0,0,E,B,No Deposit,0,Transient,104.55,0,2
City Hotel,1,31,2015,May,4,8,1,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,No Deposit,1,Transient,148.55,0,3
City Hotel,0,10,2016,April,1,2,2,0,0,Undefined,DEU,Direct,TA/TO,0,0,0,C,E,No Deposit,0,Transient,97.96,0,0
City Hotel,0,20,2016,June,1,6,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,A,Non Refund,0,Transient-Party,107.05,0,0
City Hotel,0,21,2016,February,2,4,2,0,0,BB,NLD,Groups,TA/TO,0,0,0,F,A,No Deposit,0,Transient,101.92,0,0
City Hotel,1,337,2015,August,3,6,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,Non Refund,0,Contract,45.66,0,0
Resort Hotel,0,144,2016,June,1,6,1,0,0,SC,ESP,Offline TA/TO,TA/TO,1,0,0,B,E,No Deposit,0,Transient,162.34,0,2
City Hotel,1,1,2016,March,4,5,1,0,0,Undefined,BEL,Online TA,TA/TO,0,0,0,D,F,No Deposit,0,Transient,107.54,0,0
Resort Hotel,0,76,2017,April,4,4,2,0,0,BB,GBR,Online TA,Direct,0,0,1,C,A,No Deposit,0,Group,53.82,0,0
City Hotel,0,23,2015,December,3,8,2,0,0,HB,BEL,Corporate,TA/TO,0,0,0,A,D,No Deposit,0,Transient,47.32,0,3
Resort Hotel,0,8,2016,February,3,6,1,0,0,BB,DEU,Direct,TA/TO,0,0,0,F,B,No Deposit,0,Transient,23.39,0,0
Resort Hotel,0,97,2017,April,1,0,2,0,0,BB,IRL,Corporate,Corporate,0,0,0,B,F,No Deposit,0,Transient,69.46,0,1
City Hotel,0,11,2017,September,3,7,3,0,0,Undefined,PRT,Online TA,TA/TO,0,0,0,E,B,No Deposit,0,Transient,61.81,0,5
Resort Hotel,0,46,2016,April,4,1,2,0,0,FB,BEL,Groups,TA/TO,0,0,0,A,B,No Deposit,0,Transient,84.81,0,0
Resort Hotel,0,80,2015,August,1,4,2,0,0,BB,IRL,Direct,TA/TO,0,0,1,E,A,No Deposit,0,Transient,54.63,0,0
City Hotel,0,64,2016,March,2,2,2,0,0,Undefined,FRA,Direct,TA/TO,0,0,0,A,E,No Deposit,0,Transient,49.04,0,0
Resort Hotel,1,303,2017,May,0,4,2,0,0,Undefined,BEL,Online TA,Corporate,0,0,1,C,B,Non Refund,10,Transient,126.87,0,1
Resort Hotel,1,123,2015,February,1,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,3,C,D,No Deposit,0,Transient-Party,104.45,0,0
Resort Hotel,0,119,2017,September,2,0,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,F,A,No Deposit,0,Group,42.35,0,0
City Hotel,0,35,2016,September,4,7,3,0,0,HB,FRA,Online TA,GDS,0,0,0,D,F,No Deposit,0,Transient,93.37,0,3
City Hotel,1,0,2015,October,1,1,1,0,0,BB,BRA,Direct,TA/TO,0,0,0,D,E,No Deposit,0,Transient,64.8,0,1
City Hotel,0,106,2016,July,1,3,2,0,0,HB,DEU,Online TA,Direct,0,0,0,D,B,No Deposit,0,Transient,108.59,0,1
City Hotel,1,657,2016,February,1,5,2,0,0,BB,FRA,Online TA,Corporate,0,0,0,E,E,No Deposit,0,Transient,72.09,0,1
Resort Hotel,0,41,2016,April,3,7,2,0,0,SC,PRT,Direct,Corporate,0,0,0,A,C,No Deposit,0,Transient,101.65,0,0
City Hotel,1,338,2017,June,3,5,2,0,0,HB,NLD,Direct,TA/TO,0,0,0,E,D,No Deposit,0,Transient,82.16,0,0
Resort Hotel,0,12,2015,September,4,2,2,0,0,BB,PRT,Online TA,GDS,0,2,0,C,F,No Deposit,0,Transient-Party,82.65,0,0
City Hotel,0,28,2015,June,2,3,1,0,0,BB,NLD,Online TA,TA/TO,0,2,0,C,C,Non Refund,0,Transient,71.28,0,0
City Hotel,0,14,2017,April,1,1,1,0,0,BB,ITA,Direct,TA/TO,0,0,1,E,D,No Deposit,0,Transient,50.92,0,3
City Hotel,0,51,2015,January,0,8,3,0,0,BB,ITA,Offline TA/TO,Direct,0,0,3,D,B,No Deposit,2,Transient,73.46,0,3
Resort Hotel,1,127,2015,July,0,8,2,0,0,FB,ITA,Offline TA/TO,Direct,0,0,1,A,A,No Deposit,2,Transient,103.3,0,0
Resort Hotel,1,33,2016,July,0,6,1,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,3,E,F,Non Refund,0,Transient,33.22,0,0
City Hotel,0,189,2016,June,3,4,1,0,0,HB,ITA,Complementary,TA/TO,0,0,0,F,F,No Deposit,0,Transient,99.33,0,0
Resort Hotel,0,62,2017,March,4,2,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,F,No Deposit,0,Transient,197.55,0,0
City Hotel,0,50,2015,May,1,0,2,0,0,FB,BEL,Offline TA/TO,TA/TO,0,0,0,E,B,No Deposit,0,Transient,50.08,0,0
City Hotel,1,123,2017,July,4,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,1,B,F,No Deposit,0,Transient-Party,86.34,0,0
City Hotel,0,8,2017,June,3,3,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,1,E,B,No Deposit,0,Transient,52.53,0,2
Resort Hotel,0,118,2017,July,1,1,2,0,0,SC,DEU,Online TA,GDS,0,0,0,F,D,No Deposit,0,Contract,61.65,0,0
City Hotel,1,22,2017,May,1,6,1,0,0,SC,ESP,Groups,TA/TO,0,0,3,A,B,No Deposit,0,Transient,51.67,1,0
City Hotel,0,26,2016,December,4,1,2,0,0,BB,NLD,Groups,Direct,0,0,0,A,C,No Deposit,0,Transient,66.17,0,0
City Hotel,1,73,2017,January,0,1,2,0,0,HB,FRA,Online TA,GDS,0,0,0,E,D,No Deposit,0,Transient,45.96,0,3
Resort Hotel,1,185,2015,October,0,7,1,0,0,BB,ESP,Corporate,TA/TO,0,0,0,F,F,No Deposit,0,Transient,217.07,0,0
Resort Hotel,0,69,2016,November,2,7,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,B,D,Refundable,0,Transient,91.34,0,0
Resort Hotel,1,83,2016,May,2,7,1,2,0,HB,DEU,Online TA,TA/TO,0,0,0,B,D,No Deposit,0,Transient,103.58,0,0
Resort Hotel,1,119,2017,February,4,3,2,0,0,Undefined,GBR,Online TA,GDS,0,0,0,B,E,No Deposit,2,Transient,112.84,1,0
City Hotel,0,24,2016,October,1,6,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,F,E,No Deposit,2,Transient,42.01,0,0
City Hotel,1,140,2016,October,3,7,2,1,0,SC,BRA,Online TA,TA/TO,0,0,0,C,C,Non Refund,0,Transient,89.16,0,1
Resort Hotel,0,43,2016,February,3,8,3,1,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,No Deposit,0,Transient,69.51,0,1
City Hotel,0,15,2016,April,2,1,1,0,0,BB,BEL,Direct,Direct,0,1,1,F,E,No Deposit,0,Transient-Party,80.07,0,1
Resort Hotel,0,34,2016,June,2,6,2,0,0,HB,NLD,Offline TA/TO,Direct,0,0,0,A,B,No Deposit,0,Transient,60.75,0,1
Resort Hotel,0,22,2016,May,3,3,3,0,0,HB,ITA,Direct,Direct,0,0,0,E,C,No Deposit,1,Transient,118.32,0,1
Resort Hotel,0,20,2015,July,0,2,2,0,0,BB,BRA,Online TA,Corporate,0,0,0,A,D,No Deposit,0,Transient-Party,116.93,0,3
Resort Hotel,0,26,2016,October,4,5,2,0,0,FB,ESP,Direct,TA/TO,0,0,0,D,D,No Deposit,0,Transient,385.97,0,2
City Hotel,0,15,2016,August,2,5,1,0,0,FB,BRA,Online TA,GDS,0,0,0,C,A,No Deposit,0,Transient,68.72,0,1
Resort Hotel,0,88,2017,October,2,7,1,1,0,HB,BRA,Online TA,TA/TO,0,0,0,C,E,No Deposit,0,Transient,66.3,0,2
City Hotel,0,69,2016,January,3,5,2,0,0,SC,DEU,Corporate,TA/TO,0,0,0,C,B,Refundable,0,Transient,99.45,0,4
City Hotel,0,83,2016,August,0,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,1,D,D,Non Refund,0,Contract,67.66,0,1
City Hotel,0,33,2017,March,3,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,F,No Deposit,0,Transient,116.13,0,1
Resort Hotel,0,117,2015,October,2,6,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,A,No Deposit,0,Transient,75.47,0,0
Resort Hotel,0,11,2015,December,3,2,2,1,0,HB,ITA,Offline TA/TO,TA/TO,1,0,0,E,A,No Deposit,0,Transient,92.14,0,0
Resort Hotel,1,67,2016,October,4,8,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,No Deposit,0,Transient,224.15,0,0
City Hotel,0,25,2015,February,2,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,B,F,No Deposit,0,Transient,70.25,0,0
Resort Hotel,0,59,2015,February,2,5,2,0,0,SC,FRA,Online TA,TA/TO,1,0,0,D,B,No Deposit,0,Transient,68.92,0,4
City Hotel,0,31,2015,May,2,1,2,0,0,HB,BEL,Online TA,TA/TO,1,0,2,D,B,No Deposit,0,Transient,135.0,0,1
City Hotel,0,125,2015,February,2,3,2,0,0,BB,FRA,Corporate,TA/TO,0,0,1,E,E,No Deposit,0,Transient,129.25,0,0
City Hotel,0,177,2016,April,2,1,1,0,0,BB,FRA,Groups,TA/TO,0,1,1,A,B,Refundable,0,Transient,79.29,0,1
City Hotel,0,108,2016,March,1,8,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,C,No Deposit,0,Transient-Party,75.28,1,1
Resort Hotel,0,15,2017,August,1,1,2,0,0,SC,FRA,Direct,TA/TO,0,0,1,B,A,No Deposit,0,Transient,76.48,0,1
City Hotel,0,25,2016,September,3,7,2,1,0,HB,ITA,Corporate,Direct,1,0,1,A,C,Refundable,0,Transient,73.79,0,0
City Hotel,1,201,2016,November,1,3,2,0,0,BB,FRA,Online TA,TA/TO,1,0,0,C,E,No Deposit,0,Transient,69.64,0,0
City Hotel,1,45,2015,December,2,1,1,1,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,C,B,No Deposit,0,Transient-Party,177.74,0,0
City Hotel,1,226,2015,June,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,A,No Deposit,0,Transient,70.04,0,3
City Hotel,0,39,2016,April,2,3,2,0,1,SC,ESP,Offline TA/TO,Corporate,0,0,3,B,F,No Deposit,10,Transient,55.42,0,0
Resort Hotel,1,242,2016,November,1,8,1,1,0,HB,NLD,Online TA,TA/TO,0,0,1,A,D,No Deposit,0,Transient,55.22,0,2
Resort Hotel,0,208,2015,November,1,1,1,0,0,HB,BRA,Online TA,GDS,0,0,0,F,B,No Deposit,0,Transient,103.71,0,0
Resort Hotel,1,86,2016,February,0,7,2,0,0,HB,IRL,Corporate,Direct,0,0,0,D,D,No Deposit,1,Transient-Party,108.29,0,1
Resort Hotel,0,0,2016,November,2,0,2,0,0,FB,PRT,Online TA,TA/TO,0,0,1,F,D,No Deposit,0,Transient,95.36,0,0
Resort Hotel,0,40,2015,August,0,3,2,1,0,BB,NLD,Groups,TA/TO,0,0,0,F,C,No Deposit,0,Transient-Party,80.34,0,0
City Hotel,0,193,2015,March,0,2,1,0,0,Undefined,BRA,Online TA,TA/TO,1,0,2,C,F,No Deposit,1,Transient,78.85,0,1
City Hotel,1,173,2017,February,0,8,2,0,0,BB,ITA,Corporate,TA/TO,0,0,0,F,B,No Deposit,0,Transient,292.31,0,1
City Hotel,0,16,2016,April,2,3,2,0,0,BB,BRA,Groups,TA/TO,0,0,0,D,C,No Deposit,0,Transient,249.81,0,0
City Hotel,0,40,2015,February,1,4,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,F,No Deposit,0,Transient,155.28,0,0
City Hotel,0,144,2015,March,2,2,2,0,0,BB,BEL,Direct,TA/TO,0,0,0,D,D,No Deposit,0,Transient,49.51,1,1
Resort Hotel,1,68,2016,September,1,1,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,E,No Deposit,0,Transient,151.85,0,0
Resort Hotel,0,150,2016,July,2,7,3,0,0,Undefined,BRA,Direct,TA/TO,0,0,0,C,E,No Deposit,0,Transient,108.58,0,0
City Hotel,0,140,2015,November,4,8,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,B,No Deposit,5,Group,41.52,0,0
Resort Hotel,1,190,2016,January,4,7,1,0,0,Undefined,ESP,Corporate,TA/TO,0,0,0,A,F,No Deposit,0,Transient,89.41,0,2
Resort Hotel,0,9,2017,October,2,2,2,0,0,BB,IRL,Direct,Direct,0,0,0,C,D,No Deposit,0,Transient,98.54,0,1
Resort Hotel,0,12,2015,May,2,0,2,0,0,BB,GBR,Corporate,TA/TO,0,0,0,E,C,No Deposit,0,Transient,76.07,0,0
Resort Hotel,1,6,2015,May,2,1,2,0,0,HB,NLD,Offline TA/TO,TA/TO,0,0,0,C,D,Non Refund,0,Contract,66.68,0,0
City Hotel,0,219,2016,September,4,6,3,0,0,SC,IRL,Direct,Direct,0,0,0,E,D,No Deposit,0,Transient-Party,57.42,0,0
City Hotel,0,51,2015,December,2,8,3,0,0,Undefined,ITA,Groups,Direct,0,0,1,C,D,No Deposit,5,Contract,41.29,0,0
City Hotel,0,5,2016,January,3,1,2,0,0,BB,IRL,Corporate,TA/TO,0,0,1,C,D,Non Refund,0,Contract,284.96,0,1
City Hotel,0,31,2017,January,3,5,2,0,0,Undefined,DEU,Online TA,TA/TO,0,0,0,B,B,Non Refund,0,Transient-Party,162.94,1,0
Resort Hotel,0,34,2017,October,3,8,2,0,0,BB,IRL,Offline TA/TO,Direct,0,0,0,A,F,No Deposit,2,Contract,55.59,0,0
Resort Hotel,1,132,2017,July,2,3,2,0,0,HB,ITA,Online TA,Direct,0,0,2,B,B,No Deposit,0,Contract,64.34,0,0
Resort Hotel,1,106,2015,July,0,4,2,0,0,HB,ITA,Direct,TA/TO,0,0,0,A,D,No Deposit,5,Transient,81.4,0,0
Resort Hotel,1,93,2017,November,0,7,2,0,0,BB,FRA,Groups,TA/TO,0,2,0,D,E,No Deposit,0,Transient,112.63,0,0
City Hotel,0,1,2016,August,1,4,2,0,0,SC,IRL,Groups,TA/TO,0,0,3,A,B,No Deposit,0,Transient,166.27,0,3
City Hotel,1,193,2016,April,3,4,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,No Deposit,0,Transient,73.59,0,2
City Hotel,0,19,2017,July,4,3,1,0,0,HB,BEL,Online TA,TA/TO,0,0,0,D,C,No Deposit,1,Transient,195.06,0,0
Resort Hotel,0,79,2017,June,3,6,3,2,0,BB,ITA,Online TA,Corporate,0,0,0,B,E,No Deposit,0,Transient,93.02,0,3
City Hotel,0,5,2016,January,3,2,3,0,0,BB,ITA,Groups,GDS,0,0,0,E,E,Refundable,0,Transient,101.96,0,0
City Hotel,0,6,2017,February,1,4,2,1,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,F,No Deposit,0,Transient,125.13,1,0
City Hotel,0,0,2017,August,3,7,3,0,0,HB,ESP,Groups,Corporate,0,0,0,A,C,No Deposit,0,Transient,266.21,0,0
City Hotel,0,66,2017,June,0,8,2,1,0,BB,ITA,Groups,TA/TO,0,0,0,C,C,No Deposit,0,Transient,83.49,0,0
City Hotel,0,79,2016,July,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,F,No Deposit,0,Contract,113.77,0,0
City Hotel,0,4,2016,August,0,6,2,2,0,Undefined,NLD,Online TA,TA/TO,0,0,0,D,F,No Deposit,0,Transient,42.23,0,0
City Hotel,0,27,2017,December,3,6,2,0,0,SC,BRA,Groups,Direct,1,0,0,A,F,No Deposit,0,Transient-Party,80.37,0,0
Resort Hotel,1,152,2016,May,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,No Deposit,0,Transient,146.52,0,0
City Hotel,0,8,2017,May,4,8,3,1,0,BB,ITA,Online TA,TA/TO,0,0,1,B,A,No Deposit,0,Transient,48.9,0,0
Resort Hotel,0,19,2017,February,4,2,2,0,0,BB,GBR,Corporate,TA/TO,0,0,0,F,C,No Deposit,0,Group,74.9,1,0
Resort Hotel,0,44,2017,April,1,3,1,1,0,HB,DEU,Online TA,Corporate,0,0,0,C,C,Non Refund,0,Transient,94.36,0,3
City Hotel,0,147,2015,November,1,4,1,1,0,BB,ITA,Online TA,Direct,0,0,0,E,C,No Deposit,0,Transient,69.52,0,2
City Hotel,0,23,2015,February,4,4,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,No Deposit,0,Transient-Party,73.64,0,0
Resort Hotel,1,468,2017,July,4,7,1,0,0,HB,ESP,Online TA,Direct,0,2,0,A,A,No Deposit,0,Transient,57.3,0,0
City Hotel,0,35,2015,November,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,No Deposit,0,Transient,109.18,0,0
Resort Hotel,1,39,2017,September,3,3,3,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,B,Non Refund,0,Transient,115.29,0,0
City Hotel,0,10,2015,November,4,5,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,C,No Deposit,0,Contract,78.31,0,0
City Hotel,0,91,2017,February,2,6,2,2,0,FB,GBR,Online TA,TA/TO,0,1,0,E,A,No Deposit,0,Transient-Party,77.3,1,0
City Hotel,0,22,2015,April,3,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,F,F,No Deposit,0,Transient,38.27,0,0
City Hotel,0,79,2016,November,4,1,1,1,0,BB,ITA,Offline TA/TO,TA/TO,0,0,1,B,F,Non Refund,0,Transient,59.7,0,0
Resort Hotel,1,20,2016,August,1,0,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,F,C,No Deposit,0,Transient,78.84,0,1
City Hotel,1,39,2015,September,1,8,3,0,0,SC,GBR,Groups,TA/TO,0,0,0,E,A,Non Refund,0,Transient,134.67,0,5
Resort Hotel,1,155,2017,April,1,8,2,0,0,BB,ESP,Direct,TA/TO,0,1,1,B,A,No Deposit,0,Transient,47.24,0,0
City Hotel,0,107,2015,August,2,5,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,C,E,No Deposit,0,Transient,88.7,0,0
City Hotel,0,13,2015,July,0,6,2,0,0,HB,IRL,Groups,TA/TO,0,0,0,E,E,No Deposit,0,Transient,131.01,0,0
City Hotel,0,74,2016,May,3,6,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,A,No Deposit,0,Transient,94.38,0,0
Resort Hotel,1,79,2016,April,0,0,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,No Deposit,0,Transient,186.89,0,2
Resort Hotel,0,7,2016,June,0,5,1,1,0,HB,NLD,Online TA,Direct,0,0,0,E,F,No Deposit,0,Transient,64.74,0,0
Resort Hotel,0,50,2015,June,0,6,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,C,B,Non Refund,0,Transient,73.48,0,2
City Hotel,0,24,2016,February,1,7,1,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,E,A,Non Refund,0,Transient,66.15,0,0
City Hotel,0,50,2016,March,3,8,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,F,No Deposit,0,Group,86.51,0,1
Resort Hotel,0,120,2016,November,1,5,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,Refundable,0,Transient,185.37,1,0
City Hotel,0,13,2017,June,0,1,1,1,0,HB,DEU,Groups,TA/TO,0,0,0,E,D,No Deposit,0,Transient,139.97,0,0
City Hotel,0,10,2017,April,4,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,D,C,No Deposit,0,Group,78.39,0,0
Resort Hotel,0,25,2015,March,2,6,3,0,0,FB,ITA,Online TA,TA/TO,0,0,0,B,E,Non Refund,0,Transient,203.83,0,0
City Hotel,0,243,2016,April,2,4,2,0,0,BB,DEU,Direct,TA/TO,0,0,0,D,A,No Deposit,0,Contract,95.65,0,0
City Hotel,1,110,2015,June,0,7,2,0,0,BB,ITA,Direct,TA/TO,0,0,0,F,E,Non Refund,0,Transient,56.29,0,0
City Hotel,0,1,2015,March,1,0,3,2,0,HB,FRA,Offline TA/TO,Direct,0,0,1,F,C,No Deposit,0,Transient,80.14,1,0
Resort Hotel,0,41,2016,January,3,6,2,1,0,BB,NLD,Groups,TA/TO,0,0,0,C,C,Non Refund,0,Transient,125.9,0,0
Resort Hotel,0,23,2015,June,1,0,2,2,0,HB,ITA,Online TA,GDS,0,1,0,C,A,No Deposit,0,Contract,58.55,0,2
Resort Hotel,0,81,2016,February,3,8,2,0,0,SC,PRT,Online TA,Corporate,0,0,0,A,C,No Deposit,0,Transient,79.49,0,0
Resort Hotel,0,49,2016,September,4,1,2,0,0,SC,ESP,Online TA,TA/TO,1,0,0,F,A,No Deposit,0,Transient-Party,84.92,0,0
Resort Hotel,1,267,2017,June,3,8,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,F,No Deposit,0,Transient,106.3,0,0
City Hotel,0,19,2015,January,3,5,2,1,0,BB,DEU,Offline TA/TO,TA/TO,1,0,3,F,A,Refundable,0,Transient,62.7,0,1
City Hotel,0,70,2015,November,4,3,1,0,0,BB,BEL,Online TA,TA/TO,0,0,1,C,E,No Deposit,0,Transient,57.79,0,0
City Hotel,0,96,2016,April,2,3,3,0,0,BB,PRT,Online TA,Direct,0,0,0,B,A,No Deposit,0,Group,122.82,0,0
Resort Hotel,0,139,2017,May,3,3,2,1,0,SC,IRL,Online TA,TA/TO,0,0,0,B,F,No Deposit,0,Contract,67.81,0,1
